order_item_id,order_id,product_id,quantity,unit_price
238,112,99,1,767
239,113,30,4,1640
240,113,77,3,1952
241,114,8,4,3736
242,114,98,4,3119
243,114,63,5,2058
244,115,19,5,4430
245,116,95,1,2883
246,117,14,5,3082
247,118,5,5,3240
248,118,16,5,4829
249,119,17,3,1256
250,119,49,3,4286
251,120,46,5,1910
252,121,34,4,1488
253,122,50,5,813
254,122,5,1,3240
255,123,83,2,1350
256,123,29,4,1317
257,124,51,1,3702
258,124,86,5,3476
259,124,99,1,767
260,125,26,3,1291
261,125,95,3,2883
262,125,5,1,3240
263,126,5,3,3240
264,126,18,5,832
265,126,64,5,3172
266,127,90,4,3737
267,127,97,4,457
268,128,46,4,1910
269,128,82,2,2911
270,128,54,3,4368
271,129,83,4,1350
272,129,95,5,2883
273,130,78,4,4275
274,131,49,3,4286
275,132,24,4,3401
276,133,34,2,1488
277,133,39,2,610
278,133,68,3,1314
279,134,45,3,3586
280,134,20,5,4946
281,135,62,1,1484
282,135,58,3,3809
283,135,34,2,1488
284,136,86,1,3476
285,136,73,4,233
286,137,20,3,4946
287,137,53,1,3622
288,137,32,5,2486
289,138,47,4,3023
290,139,32,3,2486
291,139,36,2,1465
292,140,26,3,1291
293,140,24,2,3401
294,140,37,2,599
295,141,22,2,2639
296,141,100,2,4568
297,142,73,2,233
298,142,57,3,1343
299,142,25,2,1642
300,143,47,2,3023
301,144,68,5,1314
302,145,57,2,1343
303,145,83,1,1350
304,146,46,1,1910
305,147,68,4,1314
306,147,33,5,3819
307,147,81,1,4398
308,148,93,1,570
309,148,27,4,3093
310,148,11,3,2716
311,149,53,3,3622
312,149,61,4,994
313,149,4,5,243
314,150,8,4,3736
315,150,15,2,3394
316,151,57,3,1343
317,151,54,4,4368
318,151,37,2,599
319,152,76,2,4880
320,152,35,1,1956
321,152,95,5,2883
322,153,67,4,604
323,153,59,5,1181
324,154,27,5,3093
325,155,75,4,3727
326,155,18,2,832
327,156,100,1,4568
328,156,88,5,3684
329,157,41,3,1424
330,157,93,1,570
331,158,11,2,2716
332,159,2,5,2882
333,159,40,1,4412
334,160,44,3,3241
335,160,39,5,610
336,161,6,2,4591
337,161,100,5,4568
338,162,79,2,3033
339,162,27,3,3093
340,163,71,5,923
341,163,28,3,2781
342,164,34,2,1488
343,164,64,4,3172
344,165,22,2,2639
345,165,20,4,4946
346,166,78,3,4275
347,166,12,3,1162
348,166,50,4,813
349,167,91,4,3430
350,167,13,2,2256
351,168,99,2,767
352,168,4,5,243
353,168,1,2,817
354,169,27,3,3093
355,170,61,5,994
356,171,66,4,4385
357,171,72,2,1028
358,172,46,2,1910
359,173,38,1,1780
360,173,61,2,994
361,174,41,4,1424
362,174,1,2,817
363,175,95,5,2883
364,175,63,5,2058
365,175,24,3,3401
366,176,90,3,3737
367,176,81,3,4398
368,177,18,5,832
369,177,39,1,610
370,177,74,4,2205
371,178,82,2,2911
372,179,63,2,2058
373,180,93,4,570
374,180,89,1,1496
375,181,86,3,3476
376,181,57,3,1343
377,182,83,3,1350
378,182,69,5,1631
379,183,7,3,3038
380,183,61,3,994
381,183,87,1,3586
382,184,74,1,2205
383,184,14,3,3082
384,185,4,5,243
385,185,45,2,3586
386,185,15,5,3394
387,186,70,5,3540
388,186,79,2,3033
389,186,49,3,4286
390,187,33,3,3819
391,187,55,5,4848
392,188,48,4,2314
393,188,63,1,2058
394,189,8,5,3736
395,189,3,3,3677
396,190,44,2,3241
397,190,16,2,4829
398,191,96,3,2931
399,191,99,4,767
400,191,14,5,3082
401,192,37,4,599
402,192,46,1,1910
403,192,48,1,2314
404,193,85,3,1356
405,194,66,3,4385
406,195,14,3,3082
407,195,60,3,555
408,196,95,4,2883
409,196,14,3,3082
410,196,97,4,457
411,197,14,5,3082
412,197,68,5,1314
413,198,3,4,3677
414,198,8,2,3736
415,199,43,1,1927
416,200,20,2,4946
417,201,33,3,3819
418,201,95,1,2883
419,201,58,2,3809
420,202,38,4,1780
421,203,4,1,243
422,204,59,4,1181
423,205,39,1,610
424,205,58,1,3809
425,205,20,4,4946
426,206,92,1,2803
427,206,22,1,2639
428,206,46,3,1910
429,207,42,2,1255
430,207,57,1,1343
431,207,96,4,2931
432,208,35,2,1956
433,208,22,2,2639
434,209,49,3,4286
435,209,87,4,3586
436,209,35,2,1956
437,210,45,5,3586
438,211,73,1,233
439,212,32,3,2486
440,213,45,4,3586
441,213,23,4,3424
442,214,67,3,604
443,214,74,5,2205
444,214,59,4,1181
445,215,59,5,1181
446,216,71,5,923
447,217,76,4,4880
448,217,97,5,457
449,217,68,4,1314
450,218,35,5,1956
451,218,18,3,832
452,218,21,3,1053
453,219,4,5,243
454,219,39,2,610
455,220,96,4,2931
456,221,27,3,3093
457,221,67,4,604
458,222,44,2,3241
459,222,16,3,4829
460,223,11,1,2716
461,224,40,2,4412
462,224,33,3,3819
463,224,95,3,2883
464,225,60,5,555
465,225,72,1,1028
466,226,90,4,3737
467,226,62,4,1484
468,226,64,3,3172
469,227,57,4,1343
470,228,31,5,3336
471,228,59,2,1181
472,229,31,5,3336
473,230,25,2,1642
474,230,59,4,1181
475,231,20,4,4946
476,231,17,4,1256
477,231,15,2,3394
478,232,90,4,3737
479,233,56,2,4949
480,233,80,3,3384
481,234,24,4,3401
482,235,7,2,3038
483,235,9,5,3322
484,235,40,5,4412
485,236,33,3,3819
486,236,91,3,3430
487,236,79,5,3033
488,237,23,4,3424
489,237,34,2,1488
490,238,84,2,3612
491,239,34,3,1488
492,240,90,4,3737
493,241,32,4,2486
494,241,73,3,233
495,241,78,5,4275
496,242,93,2,570
497,242,92,3,2803
498,243,38,2,1780
499,244,46,5,1910
500,245,15,2,3394
501,246,53,3,3622
502,247,81,2,4398
503,247,93,4,570
504,248,28,1,2781
505,248,32,2,2486
506,248,94,1,1453
507,249,51,1,3702
508,250,53,2,3622
509,250,67,3,604
510,251,77,3,1952
511,251,99,4,767
512,252,41,4,1424
513,252,56,1,4949
514,253,31,1,3336
515,253,2,2,2882
516,254,12,3,1162
517,255,41,1,1424
518,255,91,5,3430
519,256,59,2,1181
520,256,58,2,3809
521,257,77,4,1952
522,257,73,1,233
523,258,43,2,1927
524,259,19,4,4430
525,259,19,2,4430
526,260,11,1,2716
527,260,68,2,1314
528,260,25,4,1642
529,261,22,1,2639
530,261,45,5,3586
531,261,89,2,1496
532,262,13,4,2256
533,262,5,3,3240
534,263,85,2,1356
535,263,95,1,2883
536,264,1,5,817
537,264,92,5,2803
538,264,41,1,1424
539,265,5,4,3240
540,265,56,3,4949
541,266,45,3,3586
542,267,20,2,4946
543,268,95,2,2883
544,269,56,4,4949
545,269,46,3,1910
546,269,41,1,1424
547,270,93,3,570
548,271,66,1,4385
549,271,6,4,4591
550,271,75,2,3727
551,272,43,1,1927
552,273,61,4,994
553,273,42,5,1255
554,273,70,2,3540
555,274,51,1,3702
556,274,17,2,1256
557,275,3,4,3677
558,276,96,5,2931
559,277,68,1,1314
560,277,23,1,3424
561,278,28,2,2781
562,278,58,5,3809
563,279,36,2,1465
564,280,70,2,3540
565,280,9,3,3322
566,281,16,3,4829
567,281,88,4,3684
568,281,75,2,3727
569,282,79,4,3033
570,283,97,2,457
571,283,46,3,1910
572,284,52,4,4234
573,285,21,4,1053
574,285,78,5,4275
575,285,42,3,1255
576,286,40,4,4412
577,286,98,2,3119
578,286,35,5,1956
579,287,48,5,2314
580,288,86,3,3476
581,288,40,4,4412
582,289,8,5,3736
583,289,67,5,604
584,290,38,1,1780
585,291,20,2,4946
586,291,54,4,4368
587,291,28,3,2781
588,292,61,5,994
589,292,60,3,555
590,293,71,1,923
591,293,41,5,1424
592,294,88,2,3684
593,294,17,1,1256
594,295,57,3,1343
595,295,24,5,3401
596,295,15,2,3394
597,296,13,1,2256
598,296,26,5,1291
599,297,9,2,3322
600,297,70,5,3540
601,298,95,4,2883
602,298,35,5,1956
603,298,96,2,2931
604,299,28,3,2781
605,299,55,3,4848
606,299,63,4,2058
607,300,14,3,3082
608,300,49,1,4286
609,300,56,1,4949
610,301,69,1,1631
611,301,50,1,813
612,301,55,2,4848
613,302,91,1,3430
614,303,46,1,1910
615,304,10,2,1267
616,304,69,1,1631
617,305,26,5,1291
618,306,25,4,1642
619,306,7,4,3038
620,306,21,5,1053
621,307,38,5,1780
622,307,29,3,1317
623,307,84,1,3612
624,308,30,2,1640
625,308,82,5,2911
626,309,18,1,832
627,309,77,1,1952
628,309,72,2,1028
629,310,1,4,817
630,310,53,1,3622
631,310,17,4,1256
632,311,53,1,3622
633,311,72,3,1028
634,311,85,5,1356
635,312,60,4,555
636,312,16,3,4829
637,312,16,1,4829
638,313,68,3,1314
639,313,91,5,3430
640,313,56,1,4949
641,314,53,1,3622
642,314,77,3,1952
643,314,41,1,1424
644,315,48,5,2314
645,316,12,1,1162
646,317,83,2,1350
647,317,40,5,4412
648,317,32,4,2486
649,318,32,2,2486
650,319,25,2,1642
651,319,19,5,4430
652,319,82,2,2911
653,320,3,5,3677
654,320,17,4,1256
655,320,16,1,4829
656,321,46,5,1910
657,321,11,3,2716
658,321,28,4,2781
659,322,40,4,4412
660,322,62,1,1484
661,322,72,2,1028
662,323,20,5,4946
663,324,90,5,3737
664,324,75,3,3727
665,325,71,2,923
666,325,51,5,3702
667,325,10,5,1267
668,326,49,3,4286
669,326,23,3,3424
670,327,99,3,767
671,327,63,3,2058
672,327,87,4,3586
673,328,13,4,2256
674,328,45,3,3586
675,328,87,5,3586
676,329,95,5,2883
677,330,35,2,1956
678,330,60,4,555
679,330,39,5,610
680,331,46,3,1910
681,331,49,3,4286
682,331,60,4,555
683,332,92,4,2803
684,332,91,1,3430
685,333,23,1,3424
686,333,7,3,3038
687,333,15,5,3394
688,334,12,5,1162
689,335,94,3,1453
690,336,58,3,3809
691,337,58,2,3809
692,338,30,1,1640
693,338,45,3,3586
694,339,58,5,3809
695,339,37,5,599
696,339,2,5,2882
697,340,66,2,4385
698,340,54,1,4368
699,340,23,1,3424
700,341,39,3,610
701,341,22,2,2639
702,342,59,3,1181
703,343,5,5,3240
704,343,22,2,2639
705,344,73,3,233
706,345,70,1,3540
707,345,48,5,2314
708,346,25,5,1642
709,346,20,2,4946
710,347,74,1,2205
711,347,43,3,1927
712,347,61,4,994
713,348,37,4,599
714,349,25,5,1642
715,349,63,1,2058
716,349,38,5,1780
717,350,96,3,2931
718,350,7,1,3038
719,350,78,5,4275
720,351,27,1,3093
721,351,76,1,4880
722,352,20,3,4946
723,352,29,4,1317
724,353,8,1,3736
725,353,98,2,3119
726,354,29,5,1317
727,354,2,1,2882
728,354,61,4,994
729,355,97,3,457
730,356,32,1,2486
731,356,8,3,3736
732,356,57,5,1343
733,357,57,2,1343
734,357,47,3,3023
735,357,76,5,4880
736,358,11,2,2716
737,358,12,2,1162
738,358,51,1,3702
739,359,67,4,604
740,359,76,4,4880
741,359,45,5,3586
742,360,99,5,767
743,360,23,1,3424
744,360,22,2,2639
745,361,2,3,2882
746,361,94,4,1453
747,362,37,2,599
748,363,34,1,1488
749,363,37,4,599
750,364,56,1,4949
751,364,8,5,3736
752,364,70,4,3540
753,365,70,1,3540
754,365,73,4,233
755,366,20,4,4946
756,366,72,2,1028
757,366,65,2,2096
758,367,23,5,3424
759,367,31,2,3336
760,368,50,4,813
761,368,74,5,2205
762,369,1,5,817
763,370,4,5,243
764,370,93,2,570
765,370,39,2,610
766,371,58,3,3809
767,372,49,3,4286
768,372,33,5,3819
769,373,61,1,994
770,374,73,4,233
771,374,76,4,4880
772,374,68,3,1314
773,375,31,2,3336
774,375,79,3,3033
775,376,60,5,555
776,376,60,1,555
777,377,96,2,2931
778,377,74,3,2205
779,378,26,4,1291
780,378,55,5,4848
781,378,24,2,3401
782,379,33,1,3819
783,379,17,2,1256
784,380,4,3,243
785,381,10,1,1267
786,382,42,1,1255
787,383,62,5,1484
788,384,81,3,4398
789,385,67,3,604
790,386,33,1,3819
791,386,67,3,604
792,386,54,4,4368
793,387,66,1,4385
794,387,79,3,3033
795,388,28,5,2781
796,389,89,2,1496
797,390,24,5,3401
798,390,6,3,4591
799,390,86,5,3476
800,391,87,5,3586
801,391,89,2,1496
802,392,96,1,2931
803,392,28,4,2781
804,392,90,5,3737
805,393,43,5,1927
806,393,54,1,4368
807,393,81,3,4398
808,394,36,1,1465
809,395,18,2,832
810,395,4,5,243
811,396,63,1,2058
812,396,74,4,2205
813,397,54,1,4368
814,397,36,1,1465
815,397,35,4,1956
816,398,26,3,1291
817,398,67,3,604
818,398,27,1,3093
819,399,59,3,1181
820,400,100,4,4568
821,400,72,2,1028
822,400,51,4,3702
823,401,44,1,3241
824,401,63,3,2058
825,401,92,4,2803
826,402,2,5,2882
827,402,61,1,994
828,402,58,2,3809
829,403,53,5,3622
830,404,52,5,4234
831,404,3,1,3677
832,405,14,2,3082
833,406,27,3,3093
834,406,38,3,1780
835,406,81,4,4398
836,407,37,2,599
837,407,29,1,1317
838,408,73,3,233
839,408,67,3,604
840,409,2,3,2882
841,409,36,2,1465
842,409,46,5,1910
843,410,21,1,1053
844,410,52,3,4234
845,411,75,1,3727
846,411,15,5,3394
847,412,28,2,2781
848,412,22,2,2639
849,413,49,4,4286
850,413,70,2,3540
851,414,2,4,2882
852,415,29,5,1317
853,415,28,2,2781
854,415,52,4,4234
855,416,100,5,4568
856,417,94,4,1453
857,418,20,5,4946
858,418,39,3,610
859,419,63,5,2058
860,419,77,2,1952
861,420,49,2,4286
862,421,35,5,1956
863,421,4,2,243
864,421,20,2,4946
865,422,12,5,1162
866,422,90,2,3737
867,423,87,2,3586
868,423,59,5,1181
869,424,27,3,3093
870,425,82,5,2911
871,426,71,1,923
872,426,87,2,3586
873,426,75,3,3727
874,427,35,1,1956
875,428,57,4,1343
876,428,21,4,1053
877,429,97,4,457
878,429,6,3,4591
879,430,92,2,2803
880,431,6,2,4591
881,432,56,1,4949
882,433,48,5,2314
883,433,29,3,1317
884,433,89,5,1496
885,434,51,5,3702
886,434,40,2,4412
887,434,10,5,1267
888,435,43,2,1927
889,436,37,1,599
890,436,66,3,4385
891,436,92,1,2803
892,437,62,4,1484
893,437,66,2,4385
894,437,32,5,2486
895,438,79,4,3033
896,438,14,3,3082
897,438,92,2,2803
898,439,35,4,1956
899,439,82,4,2911
900,440,46,2,1910
901,441,32,2,2486
902,442,24,4,3401
903,443,80,3,3384
904,444,12,2,1162
905,444,71,2,923
906,445,69,1,1631
907,446,82,4,2911
908,447,8,4,3736
909,447,31,3,3336
910,447,45,4,3586
911,448,37,4,599
912,449,87,1,3586
913,449,51,5,3702
914,450,6,4,4591
915,450,68,3,1314
916,450,100,4,4568
917,451,88,5,3684
918,451,33,5,3819
919,451,2,5,2882
920,452,45,1,3586
921,452,63,5,2058
922,452,40,1,4412
923,453,82,4,2911
924,453,28,1,2781
925,454,23,5,3424
926,455,42,4,1255
927,455,57,1,1343
928,455,88,5,3684
929,456,67,5,604
930,456,47,1,3023
931,457,3,3,3677
932,458,55,4,4848
933,458,72,3,1028
934,459,78,4,4275
935,459,27,2,3093
936,460,78,3,4275
937,460,43,5,1927
938,461,46,5,1910
939,462,13,4,2256
940,463,31,4,3336
941,463,90,1,3737
942,463,21,5,1053
943,464,59,2,1181
944,465,58,5,3809
945,465,12,2,1162
946,465,33,4,3819
947,466,9,3,3322
948,466,57,4,1343
949,467,20,2,4946
950,468,58,5,3809
951,468,90,2,3737
952,469,7,1,3038
953,469,64,3,3172
954,470,59,2,1181
955,470,9,1,3322
956,471,78,1,4275
957,472,13,4,2256
958,472,25,3,1642
959,472,41,1,1424
960,473,100,4,4568
961,473,66,5,4385
962,473,54,5,4368
963,474,58,4,3809
964,475,52,4,4234
965,475,45,1,3586
966,475,41,2,1424
967,476,19,5,4430
968,476,64,2,3172
969,477,84,2,3612
970,478,24,1,3401
971,479,46,3,1910
972,479,16,3,4829
973,480,65,4,2096
974,480,98,3,3119
975,480,81,2,4398
976,481,25,2,1642
977,482,29,1,1317
978,483,21,3,1053
979,483,59,1,1181
980,483,84,4,3612
981,484,59,4,1181
982,484,57,5,1343
983,485,93,5,570
984,486,84,2,3612
985,486,74,2,2205
986,487,34,4,1488
987,487,6,4,4591
988,487,26,4,1291
989,488,20,1,4946
990,488,44,5,3241
991,489,74,1,2205
992,489,11,2,2716
993,489,11,5,2716
994,490,73,5,233
995,490,17,5,1256
996,491,93,1,570
997,492,10,2,1267
998,493,9,3,3322
999,494,32,2,2486
1000,495,29,5,1317
1001,496,74,3,2205
1002,496,88,3,3684
1003,496,92,1,2803
1004,497,73,1,233
1005,498,32,2,2486
1006,498,68,2,1314
1007,499,86,3,3476
1008,499,27,5,3093
1009,499,5,5,3240
1010,500,6,5,4591
1011,500,87,2,3586
1012,500,11,4,2716
1013,501,79,5,3033
1014,501,44,3,3241
1015,501,11,1,2716
1016,502,89,3,1496
1017,503,85,3,1356
1018,503,69,4,1631
1019,504,40,4,4412
1020,505,4,1,243
1021,505,5,3,3240
1022,505,96,4,2931
1023,506,13,1,2256
1024,507,73,3,233
1025,507,7,3,3038
1026,507,33,5,3819
1027,508,63,5,2058
1028,508,66,2,4385
1029,509,13,2,2256
1030,509,27,5,3093
1031,509,35,1,1956
1032,510,96,5,2931
1033,511,26,5,1291
1034,511,86,1,3476
1035,511,35,4,1956
1036,512,75,5,3727
1037,512,33,3,3819
1038,512,27,4,3093
1039,513,83,3,1350
1040,513,87,3,3586
1041,513,67,5,604
1042,514,52,5,4234
1043,514,20,3,4946
1044,514,19,2,4430
1045,515,40,5,4412
1046,515,69,4,1631
1047,515,77,5,1952
1048,516,17,4,1256
1049,516,88,4,3684
1050,516,39,2,610
1051,517,52,2,4234
1052,517,12,3,1162
1053,517,5,2,3240
1054,518,39,1,610
1055,519,58,4,3809
1056,520,57,1,1343
1057,520,63,2,2058
1058,520,34,5,1488
1059,521,95,4,2883
1060,521,50,1,813
1061,522,69,3,1631
1062,522,1,5,817
1063,523,26,2,1291
1064,523,62,1,1484
1065,523,79,2,3033
1066,524,3,3,3677
1067,524,25,3,1642
1068,524,98,1,3119
1069,525,36,3,1465
1070,525,24,5,3401
1071,526,61,3,994
1072,526,63,1,2058
1073,526,45,1,3586
1074,527,30,3,1640
1075,527,68,3,1314
1076,527,6,4,4591
1077,528,20,5,4946
1078,528,43,5,1927
1079,528,67,1,604
1080,529,21,2,1053
1081,530,4,3,243
1082,530,5,4,3240
1083,531,79,1,3033
1084,531,76,2,4880
1085,532,88,2,3684
1086,532,100,4,4568
1087,533,66,3,4385
1088,533,89,4,1496
1089,533,55,4,4848
1090,534,52,1,4234
1091,534,98,5,3119
1092,534,43,3,1927
1093,535,71,3,923
1094,535,58,5,3809
1095,535,94,5,1453
1096,536,9,2,3322
1097,537,82,3,2911
1098,537,88,3,3684
1099,537,54,1,4368
1100,538,96,3,2931
1101,539,79,3,3033
1102,540,42,5,1255
1103,540,12,2,1162
1104,541,22,5,2639
1105,541,81,4,4398
1106,541,68,2,1314
1107,542,68,1,1314
1108,542,91,3,3430
1109,542,66,3,4385
1110,543,40,1,4412
1111,543,65,3,2096
1112,543,74,4,2205
1113,544,39,4,610
1114,545,82,3,2911
1115,546,69,3,1631
1116,546,67,2,604
1117,547,38,3,1780
1118,547,67,2,604
1119,547,38,1,1780
1120,548,7,1,3038
1121,548,32,2,2486
1122,549,78,4,4275
1123,550,90,1,3737
1124,550,27,4,3093
1125,550,3,5,3677
1126,551,45,2,3586
1127,552,94,4,1453
1128,552,72,5,1028
1129,553,40,3,4412
1130,553,28,2,2781
1131,554,72,5,1028
1132,555,5,2,3240
1133,555,28,2,2781
1134,555,94,1,1453
1135,556,30,4,1640
1136,556,34,5,1488
1137,557,31,1,3336
1138,558,50,1,813
1139,558,92,5,2803
1140,559,41,3,1424
1141,560,57,1,1343
1142,560,50,1,813
1143,561,74,3,2205
1144,561,30,1,1640
1145,561,18,5,832
1146,562,5,2,3240
1147,562,66,3,4385
1148,563,53,2,3622
1149,564,24,3,3401
1150,564,1,5,817
1151,565,8,4,3736
1152,565,61,1,994
1153,566,50,2,813
1154,566,47,2,3023
1155,567,45,1,3586
1156,567,2,1,2882
1157,568,14,5,3082
1158,568,6,5,4591
1159,568,30,1,1640
1160,569,20,5,4946
1161,570,11,5,2716
1162,570,15,3,3394
1163,571,97,2,457
1164,571,3,3,3677
1165,572,80,2,3384
1166,572,19,2,4430
1167,572,4,1,243
1168,573,4,5,243
1169,573,100,3,4568
1170,574,35,4,1956
1171,574,24,1,3401
1172,574,44,2,3241
1173,575,31,4,3336
1174,576,98,1,3119
1175,576,15,1,3394
1176,576,98,4,3119
1177,577,60,1,555
1178,578,21,4,1053
1179,578,60,2,555
1180,579,66,5,4385
1181,579,87,5,3586
1182,579,8,4,3736
1183,580,78,3,4275
1184,580,36,3,1465
1185,580,69,3,1631
1186,581,81,5,4398
1187,582,66,4,4385
1188,583,55,2,4848
1189,583,86,1,3476
1190,583,19,4,4430
1191,584,33,4,3819
1192,585,58,4,3809
1193,585,55,4,4848
1194,586,44,2,3241
1195,587,85,5,1356
1196,588,68,3,1314
1197,588,98,4,3119
1198,589,10,3,1267
1199,590,6,4,4591
1200,590,36,4,1465
1201,591,9,1,3322
1202,592,77,1,1952
1203,592,10,3,1267
1204,593,27,4,3093
1205,593,14,2,3082
1206,594,73,3,233
1207,594,78,5,4275
1208,595,89,2,1496
1209,595,19,5,4430
1210,595,100,1,4568
1211,596,66,1,4385
1212,596,13,3,2256
1213,597,63,1,2058
1214,597,21,3,1053
1215,597,64,5,3172
1216,598,39,4,610
1217,598,25,5,1642
1218,599,4,2,243
1219,599,21,5,1053
1220,600,59,5,1181
1221,601,80,4,3384
1222,602,93,1,570
1223,602,38,3,1780
1224,603,17,5,1256
1225,604,58,4,3809
1226,604,38,5,1780
1227,605,40,5,4412
1228,605,4,2,243
1229,606,77,1,1952
1230,607,95,5,2883
1231,607,31,4,3336
1232,607,99,1,767
1233,608,54,5,4368
1234,608,79,4,3033
1235,608,27,3,3093
1236,609,42,1,1255
1237,609,55,4,4848
1238,609,37,2,599
1239,610,30,4,1640
1240,610,1,1,817
1241,611,86,1,3476
1242,611,99,5,767
1243,611,83,4,1350
1244,612,50,4,813
1245,612,87,1,3586
1246,613,26,2,1291
1247,614,9,5,3322
1248,615,88,1,3684
1249,615,58,2,3809
1250,615,26,2,1291
1251,616,38,5,1780
1252,616,84,3,3612
1253,617,33,5,3819
1254,617,83,5,1350
1255,618,29,2,1317
1256,618,27,2,3093
1257,619,80,3,3384
1258,619,68,3,1314
1259,619,88,5,3684
1260,620,86,3,3476
1261,620,74,4,2205
